IDAlumno;Estado;Sexo;Estado_Carrera;TiempoEstudio;Ausencias;CincoF;aplazos;Promedio;ADMINISTRACION Y MERCADOTECNIA;CIRCUITOS ELECTRICOS;COMPUTACION I;COMPUTACION II;CALCULO I;CALCULO II;CALCULO III;CALCULO IV;CALCULO V;CALCULO VI;DISENO ASISTIDO POR COMPUTADORA I;DISENO ASISTIDO POR COMPUTADORA II;DISENO TECNICO;ESTRUCTURAS I;ESTRUCTURAS II;ESTRUCTURAS III;EVENTOS Y DEPORTES I;EVENTOS Y DEPORTES II;EVENTOS Y DEPORTES III;EVENTOS Y DEPORTES IV;EVENTOS Y DEPORTES V;EVENTOS Y DEPORTES VI;EXPRESION ORAL Y ESCRITA;FISICA I;FISICA II;FISICA III;FISICA IV;FISICA V;FISICA VI;GEOMETRIA ANALITICA;GEOTECNIA I;GEOTECNIA II;HIDRAULICA I;HIDRAULICA II;HORMIGON ARMADO I;IDIOMAS  I;INGLES I;INGLES II;INGLES III;LABORATORIO DE IDIOMAS I;MATERIALES DE OBRAS CIVILES;MECANICA DE MATERIALES I;MECANICA DE MATERIALES II;MECANICA VECTORIAL I;MECANICA VECTORIAL II;METODOLOGIA DE LA INVESTIGACION I;METODOLOGIA DE LA INVESTIGACION II;PROBABILIDAD Y ESTADISTICA;QUIMICA;TECNOLOGIA DEL HORMIGON;TOPOGRAFIA;VIAS DE COMUNICACION I;VIAS DE COMUNICACION II;ALGEBRA LINEAL I;ALGEBRA LINEAL II;ETICA PROFESIONAL
5921;4.0;2;0.0;5;19;2;18.0;2.3636363636363638;4.0;4.0;3.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;3.0;3.0;5.0;5.0;5.0;5.0;0.0;2.0;2.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;5.0;4.0;0.0;3.0;2.0;0.0;0.0;0.0;2.0;1.0;5.0
5943;4.0;1;0.0;5;14;0;2.0;3.5681818181818183;4.0;4.0;4.0;3.0;2.0;2.0;2.0;3.0;0.0;0.0;4.0;3.0;3.0;3.0;0.0;0.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;4.0;4.0;3.0;3.0;4.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;0.0;0.0;4.0;3.0;3.0;5.0;0.0;3.0;3.0;2.0;0.0;0.0;4.0;3.0;4.0
5948;2.0;1;0.0;4;3;0;1.0;3.807017543859649;3.0;5.0;3.0;5.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0;5.0;5.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;3.0;5.0;4.0;5.0;4.0;4.0;3.0;2.0;3.0;3.0;2.0;3.0;4.0;4.0;4.0;3.0;5.0;3.0;2.0;3.0;4.0;4.0;5.0;5.0;2.0;3.0;5.0;4.0;5.0;3.0;3.0;2.0;4.0
5949;4.0;2;0.0;5;6;5;4.0;4.083333333333333;4.0;5.0;5.0;5.0;2.0;3.0;3.0;1.0;0.0;0.0;4.0;5.0;5.0;4.0;0.0;0.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;5.0;3.0;5.0;4.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;5.0;4.0;0.0;0.0;4.0;3.0;4.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;3.0;4.0;5.0
5950;3.0;1;0.0;0;3;0;1.0;2.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5951;2.0;1;0.0;4;9;1;3.0;3.4745762711864407;4.0;4.0;3.0;4.0;2.0;2.0;2.0;2.0;4.0;2.0;4.0;4.0;4.0;2.0;4.0;3.0;5.0;4.0;5.0;5.0;5.0;5.0;4.0;3.0;4.0;3.0;4.0;4.0;2.0;3.0;4.0;4.0;3.0;2.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;2.0;4.0;4.0;3.0;4.0;4.0;2.0;3.0;4.0;3.0;4.0;3.0;2.0;3.0;5.0
5952;2.0;1;0.0;5;4;2;4.0;3.55;4.0;4.0;4.0;3.0;2.0;2.0;2.0;3.0;4.0;3.0;5.0;4.0;4.0;3.0;4.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;2.0;4.0;4.0;4.0;5.0;3.0;4.0;4.0;2.0;3.0;3.0;4.0;5.0;4.0;4.0;4.0;5.0;2.0;2.0;4.0;4.0;5.0;5.0;5.0;3.0;4.0;4.0;3.0;4.0;3.0;2.0;3.0;5.0
5954;3.0;1;0.0;4;2;0;0.0;3.8421052631578947;4.0;4.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;5.0;5.0;4.0;4.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
5958;2.0;1;0.0;4;5;1;1.0;3.8771929824561404;4.0;5.0;4.0;5.0;3.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;2.0;5.0;4.0;3.0;5.0;3.0;3.0;3.0;5.0;4.0;2.0;4.0;4.0;3.0;3.0;4.0;5.0;4.0;4.0;4.0;4.0;4.0;5.0;4.0;3.0;3.0;5.0;4.0;3.0;3.0;3.0;4.0;4.0
5961;2.0;1;0.0;3;7;2;0.0;4.232142857142857;4.0;5.0;3.0;5.0;4.0;3.0;2.0;3.0;5.0;5.0;4.0;4.0;5.0;3.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;4.0;4.0;5.0;4.0;5.0;3.0;3.0;3.0;4.0;5.0;5.0;4.0;5.0;5.0;4.0;5.0;2.0;4.0;4.0;5.0;5.0;5.0;3.0;3.0;4.0;4.0;4.0;3.0;5.0;5.0;5.0
5963;2.0;2;0.0;3;3;4;0.0;4.464285714285714;4.0;5.0;5.0;5.0;3.0;3.0;4.0;4.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;5.0;5.0;4.0;5.0;4.0;5.0;3.0;3.0;4.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;5.0;5.0;5.0;5.0;5.0;3.0;5.0;5.0;4.0;4.0;5.0
5964;2.0;2;0.0;5;6;1;3.0;3.711864406779661;4.0;4.0;5.0;4.0;2.0;2.0;4.0;4.0;4.0;3.0;4.0;5.0;5.0;3.0;3.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;4.0;3.0;4.0;4.0;3.0;3.0;3.0;4.0;3.0;2.0;3.0;5.0;4.0;3.0;4.0;5.0;4.0;3.0;3.0;3.0;5.0;4.0;5.0;5.0;4.0;4.0;3.0;4.0;3.0;3.0;3.0;5.0
5978;3.0;1;0.0;1;2;1;6.0;2.6818181818181817;4.0;2.0;4.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;2.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0
5980;3.0;2;0.0;1;2;0;0.0;4.0;4.0;4.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
5986;3.0;2;0.0;0;4;0;3.0;2.125;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
5987;3.0;1;0.0;1;0;0;1.0;2.8333333333333335;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0
6001;3.0;1;0.0;0;0;0;0.0;4.5;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6003;3.0;1;0.0;2;2;1;4.0;2.9310344827586206;4.0;4.0;3.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;4.0;4.0;3.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;2.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0
6017;3.0;1;0.0;3;2;0;4.0;3.1363636363636362;4.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;0.0;0.0;4.0;3.0;5.0;3.0;0.0;0.0;5.0;5.0;4.0;5.0;5.0;5.0;4.0;3.0;2.0;4.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;3.0;4.0;4.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;2.0;3.0;3.0;2.0;3.0;3.0;2.0;3.0;4.0
6020;3.0;1;0.0;2;4;0;4.0;2.6875;4.0;3.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;5.0;4.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6023;3.0;1;0.0;1;2;0;6.0;2.235294117647059;4.0;3.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0
6071;3.0;2;0.0;2;8;0;1.0;3.933333333333333;4.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
6087;3.0;2;0.0;1;4;0;0.0;3.6;4.0;4.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;3.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
6099;3.0;1;0.0;1;2;0;1.0;2.888888888888889;4.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6113;3.0;2;0.0;0;0;0;2.0;2.75;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
6119;3.0;2;0.0;0;1;0;0.0;4.25;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6120;3.0;1;0.0;2;4;0;5.0;3.3;4.0;4.0;5.0;4.0;3.0;1.0;0.0;0.0;0.0;0.0;5.0;4.0;3.0;0.0;0.0;0.0;4.0;5.0;5.0;5.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;5.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;3.0;3.0;4.0;3.0;0.0;0.0;2.0;3.0;0.0
6145;3.0;1;0.0;1;0;0;2.0;2.857142857142857;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6165;3.0;1;0.0;0;1;0;3.0;3.0;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
6180;3.0;1;0.0;2;3;1;1.0;3.8636363636363638;4.0;5.0;3.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;5.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0
6217;3.0;1;0.0;0;2;0;0.0;2.75;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6269;3.0;1;0.0;0;0;0;1.0;2.8;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6271;3.0;2;0.0;0;0;0;1.0;2.8;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6310;3.0;1;0.0;1;0;0;1.0;3.625;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
6347;3.0;2;0.0;1;0;0;2.0;2.888888888888889;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
6377;3.0;1;0.0;1;0;1;0.0;3.923076923076923;5.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;3.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
6458;3.0;1;0.0;0;0;0;2.0;3.7;5.0;2.0;5.0;5.0;2.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0
