IDAlumno;Estado;Sexo;Estado_Carrera;TiempoEstudio;Ausencias;CincoF;aplazos;Promedio;ADMINISTRACION Y MERCADOTECNIA;BASES DE DATOS I;BASES DE DATOS II;COMPUTACION I;COMPUTACION II;COMPUTACION III;CONTABILIDAD I;CALCULO I;CALCULO II;CALCULO III;DERECHO INTELECTUAL Y LABORAL;DISENO DE SISTEMA INFORMATICO I;DISENO TECNICO;ELECTRONICA I;EMPRENDEDORISMO;ESTRUCTURA DE DATOS I;ESTRUCTURAS DE LOS LENGUAJES;EVENTOS Y DEPORTES I;EVENTOS Y DEPORTES II;EVENTOS Y DEPORTES III;EVENTOS Y DEPORTES IV;EVENTOS Y DEPORTES V;EVENTOS Y DEPORTES VI;EXPRESION ORAL Y ESCRITA;FISICA I;FISICA II;FISICA III;GEOMETRIA ANALITICA Y VECTORIAL;IDIOMAS I;INFORMATICA I;INGENIERIA DE SOFTWARE I;INGLES II;INGLES III;INGLES I;INVESTIGACION DE OPERACIONES I;LABORATORIO DE IDIOMAS I;LABORATORIO I;LENGUAJE DE PROGRAMACION  I;LENGUAJE DE PROGRAMACION II;LENGUAJE DE PROGRAMACION IV;LENGUAJES DE PROGRAMACION III;MATEMATICA APLICADA;METODOLOGIA DE LA INVESTIGACION I;METODOS NUMERICOS;PROBABILIDADES Y ESTADISTICAS;QUIMICA;REDES DE COMPUTADORAS I;REDES DE COMPUTADORAS II;SISTEMAS OPERATIVOS I;SISTEMAS OPERATIVOS II;TALLER DE HARDWARE I;TALLER DE HARDWARE II;ALGEBRA I;ALGEBRA II;ETICA PROFESIONAL
5375.0;2.0;1.0;0.0;3.0;0.0;5.0;0.0;4.218181818181818;3.0;3.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;2.0;5.0;4.0;5.0;2.0;4.0;5.0;4.0;3.0;5.0;4.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;5.0;4.0;4.0;2.0;5.0;5.0;5.0;4.0;4.0;5.0;5.0;5.0;4.0;5.0;3.0;3.0;4.0;5.0;3.0;3.0;3.0;4.0;4.0;5.0;5.0;5.0;5.0;2.0
5376.0;3.0;1.0;0.0;3.0;15.0;0.0;6.0;3.1020408163265305;2.0;3.0;2.0;2.0;3.0;2.0;3.0;0.0;0.0;0.0;5.0;4.0;0.0;2.0;4.0;5.0;0.0;3.0;5.0;3.0;3.0;4.0;5.0;3.0;1.0;4.0;2.0;3.0;3.0;4.0;0.0;5.0;5.0;5.0;0.0;3.0;4.0;3.0;4.0;0.0;0.0;0.0;2.0;0.0;3.0;3.0;3.0;2.0;4.0;5.0;0.0;5.0;3.0;3.0;3.0
5382.0;3.0;1.0;1.0;1.0;2.0;0.0;0.0;3.2;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5385.0;3.0;1.0;0.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
5386.0;3.0;1.0;0.0;1.0;13.0;0.0;3.0;2.5;2.0;0.0;0.0;2.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
5387.0;3.0;1.0;0.0;2.0;7.0;0.0;6.0;2.59375;2.0;0.0;0.0;2.0;2.0;0.0;3.0;1.0;0.0;0.0;4.0;2.0;2.0;2.0;3.0;3.0;0.0;2.0;5.0;4.0;5.0;0.0;0.0;3.0;2.0;0.0;0.0;2.0;0.0;2.0;0.0;4.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;2.0;0.0
5390.0;3.0;2.0;0.0;1.0;6.0;1.0;2.0;2.923076923076923;4.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;5.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5395.0;3.0;1.0;0.0;0.0;3.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5397.0;3.0;2.0;0.0;1.0;11.0;0.0;2.0;2.625;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
5402.0;3.0;1.0;0.0;0.0;3.0;6.0;0.0;4.684210526315789;4.0;0.0;0.0;4.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0
5404.0;3.0;1.0;0.0;1.0;4.0;0.0;3.0;3.0454545454545454;3.0;0.0;0.0;3.0;3.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;5.0;0.0;2.0;0.0;4.0;0.0;5.0;0.0;5.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0
5407.0;3.0;1.0;0.0;1.0;7.0;0.0;2.0;2.75;2.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
5412.0;3.0;1.0;0.0;1.0;25.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5415.0;3.0;1.0;0.0;1.0;1.0;0.0;1.0;3.4545454545454546;5.0;0.0;0.0;3.0;3.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;4.0;3.0;3.0;0.0;3.0;0.0;4.0;0.0;5.0;0.0;5.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0
5419.0;3.0;1.0;0.0;1.0;9.0;0.0;1.0;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
5421.0;3.0;2.0;0.0;1.0;9.0;0.0;1.0;3.2857142857142856;4.0;0.0;0.0;3.0;2.0;2.0;0.0;4.0;3.0;0.0;0.0;0.0;3.0;2.0;0.0;3.0;0.0;3.0;5.0;4.0;0.0;0.0;0.0;4.0;3.0;4.0;4.0;3.0;0.0;3.0;0.0;5.0;0.0;5.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0
5423.0;3.0;1.0;0.0;1.0;18.0;0.0;3.0;1.8;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
5428.0;3.0;1.0;0.0;1.0;8.0;0.0;0.0;2.75;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5430.0;3.0;1.0;0.0;1.0;8.0;0.0;1.0;3.3;4.0;0.0;0.0;3.0;4.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;5.0;0.0;4.0;0.0;2.0;0.0;4.0;0.0;5.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0
5437.0;3.0;1.0;0.0;1.0;11.0;0.0;5.0;2.6666666666666665;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
5442.0;3.0;1.0;0.0;1.0;5.0;0.0;2.0;2.5454545454545454;0.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
5445.0;3.0;1.0;0.0;0.0;5.0;0.0;4.0;1.8;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5453.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;3.25;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5454.0;3.0;1.0;0.0;1.0;16.0;0.0;2.0;2.1818181818181817;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;2.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0
5459.0;3.0;1.0;0.0;1.0;2.0;0.0;2.0;2.769230769230769;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;4.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
5463.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;2.769230769230769;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
5469.0;3.0;1.0;0.0;0.0;2.0;0.0;0.0;2.75;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
5476.0;3.0;1.0;0.0;0.0;4.0;0.0;3.0;2.7;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
5477.0;3.0;1.0;0.0;0.0;17.0;0.0;1.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
5500.0;3.0;2.0;0.0;1.0;11.0;0.0;2.0;2.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5520.0;3.0;1.0;0.0;1.0;4.0;0.0;0.0;2.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5523.0;2.0;2.0;0.0;2.0;0.0;2.0;2.0;3.8421052631578947;5.0;5.0;5.0;4.0;5.0;5.0;4.0;2.0;3.0;2.0;5.0;5.0;2.0;3.0;3.0;5.0;5.0;5.0;5.0;4.0;4.0;5.0;5.0;4.0;3.0;4.0;4.0;2.0;5.0;4.0;5.0;4.0;3.0;3.0;5.0;4.0;4.0;3.0;5.0;4.0;5.0;2.0;4.0;3.0;3.0;3.0;5.0;4.0;4.0;4.0;4.0;5.0;3.0;3.0;3.0
5525.0;2.0;1.0;0.0;6.0;9.0;1.0;4.0;3.2203389830508473;4.0;4.0;3.0;3.0;3.0;2.0;5.0;3.0;3.0;2.0;4.0;2.0;4.0;4.0;4.0;4.0;4.0;5.0;5.0;4.0;3.0;5.0;5.0;4.0;2.0;2.0;3.0;2.0;3.0;3.0;2.0;4.0;3.0;4.0;3.0;4.0;2.0;3.0;3.0;4.0;2.0;3.0;3.0;5.0;4.0;2.0;3.0;3.0;3.0;4.0;5.0;5.0;3.0;2.0;3.0
5526.0;2.0;2.0;0.0;3.0;1.0;0.0;3.0;3.4827586206896552;5.0;3.0;4.0;3.0;4.0;3.0;4.0;3.0;3.0;2.0;5.0;5.0;2.0;4.0;3.0;4.0;3.0;5.0;5.0;4.0;4.0;5.0;5.0;4.0;3.0;2.0;3.0;4.0;3.0;4.0;5.0;3.0;4.0;3.0;3.0;4.0;4.0;3.0;4.0;4.0;4.0;3.0;3.0;3.0;4.0;2.0;4.0;3.0;3.0;3.0;4.0;5.0;3.0;3.0;4.0
5528.0;2.0;2.0;0.0;6.0;3.0;0.0;10.0;3.0;5.0;5.0;2.0;2.0;4.0;3.0;5.0;3.0;2.0;2.0;4.0;3.0;2.0;4.0;4.0;4.0;3.0;5.0;5.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;2.0;4.0;4.0;3.0;5.0;3.0;3.0;2.0;4.0;3.0;3.0;3.0;5.0;3.0;3.0;2.0;2.0;3.0;4.0;2.0;2.0;3.0;2.0;3.0;5.0;5.0;3.0;2.0;4.0
5529.0;2.0;1.0;0.0;2.0;2.0;1.0;1.0;4.267857142857143;4.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;5.0;3.0;4.0;5.0;3.0;3.0;4.0;4.0;4.0;5.0;5.0;3.0;5.0;5.0;4.0;4.0;4.0;4.0;5.0;5.0;5.0;3.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;2.0;3.0;5.0;4.0;3.0;4.0;4.0;4.0;5.0;5.0;5.0;5.0;4.0;3.0
5530.0;3.0;2.0;0.0;3.0;5.0;1.0;8.0;2.9714285714285715;4.0;4.0;0.0;3.0;4.0;2.0;4.0;1.0;0.0;0.0;5.0;5.0;0.0;3.0;3.0;3.0;0.0;4.0;4.0;4.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;5.0;5.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;2.0;0.0
5531.0;2.0;2.0;0.0;2.0;0.0;0.0;3.0;3.7586206896551726;5.0;5.0;4.0;3.0;5.0;4.0;4.0;3.0;2.0;2.0;3.0;5.0;3.0;4.0;5.0;5.0;4.0;5.0;5.0;4.0;4.0;5.0;4.0;4.0;4.0;2.0;2.0;2.0;4.0;4.0;5.0;5.0;3.0;4.0;4.0;5.0;4.0;3.0;5.0;5.0;4.0;2.0;4.0;4.0;3.0;3.0;5.0;3.0;4.0;5.0;5.0;5.0;3.0;3.0;4.0
5635.0;3.0;1.0;1.0;4.0;7.0;0.0;4.0;2.380952380952381;0.0;2.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;2.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;4.0
5690.0;2.0;2.0;0.0;7.0;3.0;2.0;7.0;3.129032258064516;4.0;3.0;3.0;3.0;2.0;2.0;4.0;2.0;2.0;3.0;5.0;4.0;2.0;3.0;3.0;3.0;5.0;3.0;3.0;5.0;4.0;5.0;4.0;3.0;3.0;3.0;3.0;2.0;5.0;2.0;5.0;4.0;3.0;4.0;3.0;4.0;3.0;2.0;4.0;5.0;4.0;3.0;4.0;3.0;2.0;3.0;4.0;5.0;4.0;4.0;4.0;4.0;2.0;3.0;3.0
5700.0;2.0;1.0;0.0;7.0;5.0;0.0;15.0;2.4857142857142858;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;2.0;3.0;3.0;2.0;5.0;3.0;5.0;5.0;4.0;5.0;5.0;3.0;2.0;2.0;4.0;2.0;3.0;3.0;3.0;3.0;2.0;4.0;2.0;2.0;2.0;2.0;4.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;4.0;3.0;4.0;4.0;2.0;3.0;3.0
5701.0;2.0;1.0;0.0;2.0;0.0;5.0;0.0;4.418181818181818;5.0;5.0;5.0;4.0;3.0;5.0;5.0;2.0;4.0;2.0;5.0;5.0;5.0;5.0;4.0;4.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;3.0;3.0;5.0;3.0;5.0;3.0;4.0;5.0;4.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;4.0;4.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;4.0
5702.0;2.0;2.0;0.0;6.0;7.0;0.0;10.0;3.0615384615384613;4.0;3.0;4.0;4.0;5.0;2.0;5.0;2.0;2.0;2.0;5.0;4.0;3.0;4.0;4.0;4.0;3.0;3.0;4.0;5.0;5.0;5.0;5.0;4.0;2.0;2.0;4.0;2.0;4.0;3.0;4.0;3.0;4.0;4.0;2.0;2.0;2.0;2.0;3.0;5.0;2.0;2.0;5.0;4.0;4.0;3.0;3.0;2.0;3.0;3.0;4.0;5.0;4.0;2.0;4.0
5703.0;4.0;2.0;0.0;7.0;15.0;0.0;17.0;2.4098360655737703;4.0;3.0;0.0;2.0;2.0;3.0;2.0;1.0;0.0;0.0;4.0;3.0;2.0;3.0;4.0;3.0;2.0;3.0;5.0;5.0;3.0;5.0;5.0;3.0;2.0;2.0;0.0;3.0;3.0;2.0;3.0;2.0;2.0;4.0;0.0;1.0;2.0;2.0;3.0;0.0;4.0;0.0;2.0;0.0;2.0;2.0;2.0;3.0;2.0;3.0;3.0;4.0;3.0;1.0;4.0
5704.0;4.0;2.0;1.0;3.0;7.0;0.0;3.0;3.2448979591836733;4.0;4.0;4.0;0.0;0.0;4.0;4.0;2.0;2.0;3.0;5.0;3.0;0.0;0.0;4.0;4.0;3.0;0.0;5.0;5.0;4.0;5.0;5.0;3.0;0.0;2.0;4.0;3.0;4.0;3.0;4.0;5.0;2.0;0.0;2.0;3.0;2.0;3.0;3.0;5.0;4.0;2.0;3.0;2.0;4.0;0.0;3.0;2.0;3.0;4.0;3.0;4.0;0.0;2.0;2.0
5705.0;2.0;2.0;0.0;3.0;3.0;2.0;3.0;3.9491525423728815;5.0;4.0;5.0;4.0;4.0;4.0;5.0;2.0;3.0;3.0;5.0;5.0;3.0;5.0;4.0;5.0;3.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;3.0;3.0;4.0;3.0;5.0;3.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;2.0;4.0;5.0;4.0;3.0;4.0;3.0;3.0;2.0;4.0;4.0;4.0;5.0;4.0;5.0;4.0;4.0;4.0
5706.0;2.0;1.0;0.0;4.0;4.0;0.0;7.0;3.0;3.0;2.0;4.0;3.0;2.0;4.0;5.0;2.0;2.0;3.0;3.0;3.0;2.0;4.0;4.0;4.0;2.0;4.0;5.0;5.0;4.0;5.0;5.0;3.0;2.0;2.0;2.0;3.0;3.0;2.0;4.0;4.0;2.0;5.0;2.0;2.0;3.0;3.0;4.0;4.0;3.0;3.0;3.0;4.0;2.0;2.0;3.0;3.0;4.0;3.0;5.0;5.0;4.0;2.0;3.0
5707.0;3.0;1.0;0.0;3.0;5.0;0.0;12.0;2.6315789473684212;4.0;4.0;0.0;2.0;3.0;3.0;4.0;2.0;1.0;0.0;3.0;3.0;2.0;3.0;3.0;3.0;2.0;4.0;5.0;5.0;5.0;5.0;5.0;2.0;2.0;0.0;0.0;0.0;3.0;3.0;2.0;3.0;3.0;4.0;0.0;1.0;2.0;2.0;3.0;3.0;3.0;0.0;2.0;0.0;2.0;2.0;3.0;2.0;3.0;4.0;4.0;4.0;3.0;2.0;2.0
5708.0;3.0;2.0;0.0;2.0;1.0;1.0;4.0;3.3095238095238093;5.0;5.0;4.0;3.0;2.0;3.0;5.0;2.0;2.0;0.0;5.0;4.0;3.0;4.0;4.0;4.0;2.0;5.0;5.0;5.0;3.0;0.0;0.0;4.0;2.0;3.0;0.0;3.0;0.0;3.0;0.0;4.0;5.0;5.0;0.0;0.0;3.0;2.0;4.0;0.0;0.0;0.0;3.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;3.0;4.0;3.0
5709.0;2.0;1.0;0.0;3.0;1.0;3.0;3.0;3.6551724137931036;4.0;2.0;5.0;3.0;2.0;5.0;5.0;2.0;2.0;3.0;3.0;3.0;4.0;4.0;4.0;4.0;3.0;5.0;5.0;5.0;3.0;5.0;5.0;4.0;3.0;2.0;4.0;3.0;5.0;2.0;4.0;5.0;5.0;5.0;4.0;5.0;5.0;2.0;4.0;5.0;5.0;2.0;4.0;4.0;4.0;3.0;4.0;4.0;4.0;5.0;5.0;4.0;3.0;2.0;3.0
