IDAlumno;Estado;Sexo;Estado_Carrera;TiempoEstudio;Ausencias;CincoF;aplazos;Promedio;ADMINISTRACION Y MERCADOTECNIA;ALGEBRA  II;ALGEBRA I;AUTOMATIZACION INDUSTRIAL;CIRCUITOS ELECTRICOS I;CIRCUITOS ELECTRICOS II;COMPUTACION II;COMPUTACION I;CONVERSION DE ENERGIA ELECTRICA  II;CONVERSION DE ENERGIA ELECTRICA I;CALCULO I;CALCULO II;CALCULO III;CALCULO IV;CALCULO V;DISENO ASISTIDO POR COMPUTADORA;DISENO TECNICO;ELECTROTECNIA I;ELECTROTECNIA II;ELECTRONICA DE POTENCIA  II;ELECTRONICA DE POTENCIA I;ELECTRONICA DIGITAL I;ELECTRONICA DIGITAL II;ELECTRONICA I;ELECTRONICA II;EMPRENDEDORISMO;EVENTOS Y DEPORTES  II;EVENTOS Y DEPORTES I;EVENTOS Y DEPORTES III;EVENTOS Y DEPORTES IV;EVENTOS Y DEPORTES V;EVENTOS Y DEPORTES VI;EXPRESION ORAL Y ESCRITA;FISICA II;FISICA IV;FUNDAMENTOS DE CONTROL AUTOMATIZADO I;FUNDAMENTOS DE CONTROL AUTOMATIZADO II;FISICA  V;FISICA I;FISICA III;FISICA VI;GEOMETRIA ANALITICA;IDIOMAS I;INGLES I;INGLES II;INGLES III;INSTALACIONES ELECTRICAS I;INSTALACIONES ELECTRICAS II;INSTALACIONES ELECTRICAS III;LABORATORIO DE IDIOMAS I;MEDICION E INSTRUMENTACION;METODOLOGIA DE LA INVESTIGACION I;PROBABILIDADES Y ESTADISTICAS;PROGRAMACION EN LENGUAJES DE COMPUTADORA;QUIMICA;SEGURIDAD E HIGIENE LABORAL;ETICA PROFESIONAL
6139.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;3.5;4.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
6142.0;3.0;2.0;0.0;3.0;15.0;0.0;8.0;3.0697674418604652;4.0;3.0;2.0;5.0;4.0;2.0;3.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;3.0;2.0;2.0;0.0;3.0;4.0;0.0;5.0;4.0;0.0;5.0;4.0;5.0;0.0;0.0;0.0;4.0;1.0;0.0;4.0;5.0;0.0;3.0;0.0;0.0;2.0;3.0;4.0;4.0;4.0;2.0;1.0;0.0;0.0;0.0;4.0;4.0;3.0;3.0;4.0;0.0
6143.0;3.0;1.0;0.0;3.0;4.0;1.0;4.0;3.103448275862069;3.0;5.0;2.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;4.0;0.0;0.0;0.0;3.0;3.0;5.0;4.0;3.0;4.0;3.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;4.0;3.0;3.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0
6163.0;3.0;1.0;0.0;2.0;3.0;0.0;3.0;3.142857142857143;3.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
6176.0;3.0;1.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
6177.0;3.0;1.0;0.0;3.0;7.0;1.0;6.0;2.933333333333333;4.0;1.0;2.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;3.0;0.0;5.0;3.0;0.0;5.0;5.0;5.0;5.0;3.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;4.0;4.0;1.0;0.0
6178.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;3.5833333333333335;4.0;2.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;3.0;0.0;3.0
6243.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;3.75;0.0;0.0;4.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
6250.0;3.0;1.0;0.0;2.0;4.0;0.0;2.0;3.2941176470588234;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;5.0;5.0;4.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0
6274.0;3.0;1.0;0.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
6301.0;3.0;1.0;0.0;1.0;3.0;0.0;0.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
6313.0;3.0;2.0;0.0;1.0;0.0;1.0;0.0;4.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;4.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
6380.0;3.0;2.0;0.0;1.0;0.0;0.0;1.0;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
